pathway	pval	padj	log2err	ES	NES	size	leadingEdge	pathway_id	pathway_name
R-HSA-204005 :: COPII-mediated vesicle transport	1.5488828783746e-06	8.82310068216959e-06	0.643551836150722	0.53083119316436	2.19833097628225	66	YKT6;TRAPPC3;CTSC;RAB1A;PPP6R1;LMAN1;TFG;NAPA;SERPINA1;TMED2;NSF;SEC13;TGFA;LMAN2;TRAPPC1;PREB;TRAPPC2L;NAPG;SCFD1;SEC24C;GORASP1;MCFD2;PPP6R3;CNIH1;SEC24D;AREG	R-HSA-204005	COPII-mediated vesicle transport
R-HSA-3858494 :: Beta-catenin independent WNT signaling	1.5699866873706e-06	8.90356894704394e-06	0.643551836150722	0.438204307124373	2.02193822897602	120	AP2S1;PSMC4;PSMD11;PSMD2;PSMB5;PSMA7;PSMA3;PSMB3;PSMA4;PSMB6;FZD5;PSMD1;PFN1;PSMB2;PSMB1;SCRIB;PSMA5;WNT5A;PSMD6;CLTA;RAC1;PSMD13;PSMC1;PSMC3;PSMC6;PLCB3;PSMA1;PSMD3;PSMD7;ADRM1;GNB2;PSMD14;AP2M1;PSMD8;PSMC5;PSMD12;PSMB7;GNB5;RAC2;CALM1;MYC;PSMB4;ARRB2	R-HSA-3858494	Beta-catenin independent WNT signaling
R-HSA-380108 :: Chemokine receptors bind chemokines	1.73899600391861e-06	9.78768823553438e-06	0.643551836150722	0.595046775706152	2.23728896401136	43	CXCR4;ACKR2;CXCR2;CXCL1;CXCL8;CCR7;CCL22;CCL20;CXCL13;CXCL10;CXCL2;CCR4;CXCL9;CXCL16;CCR5;CCL2;CCL4;CCL7;CXCL6;CCL19;CCL5;CXCR6;CCR2;CXCR3	R-HSA-380108	Chemokine receptors bind chemokines
R-HSA-168138 :: Toll Like Receptor 9 (TLR9) Cascade	1.74122666886074e-06	9.78768823553438e-06	0.643551836150722	0.452538931584235	2.0568203359008	106	NOD2;TNIP2;NLRX1;NFKBIB;IRAK1;MAPKAPK3;S100A12;FBXW11;MYD88;MAP2K3;N4BP1;CUL1;NKIRAS2;NFKB1;IRAK2;MAPK3;IRF7;RPS6KA1;MAPK7;CASP8;UBE2N;MAPK14;MAPKAPK2;MAPK8;SLC15A4;PPP2CA;USP18;UBA52;PPP2R1B;PPP2R1A;MAPK11;MAP2K1;NFKBIA;CHUK;NFKB2;DUSP7;RELA;TRAF2;SAA1;ECSIT;IKBIP;JUN	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade
R-HSA-159234 :: Transport of Mature mRNAs Derived from Intronless Transcripts	1.77486753464323e-06	9.93303058861738e-06	0.643551836150722	0.600513056625602	2.24154055051999	42	EIF4E;ALYREF;NUP210;POM121;SEC13;NUP50;NUP88;CPSF3;RAE1;CPSF2;NDC1;SEH1L;CPSF4;NUP107;NUP85;NCBP2;NUP188;AAAS;NXF1;NUP205;NUP155;NUP37;NUP62;NUP93;NUP160;NUP98;NUP153	R-HSA-159234	Transport of Mature mRNAs Derived from Intronless Transcripts
R-HSA-168181 :: Toll Like Receptor 7/8 (TLR7/8) Cascade	1.96179990717492e-06	1.09312518845205e-05	0.627256739718528	0.461058546355203	2.07883712242025	103	NOD2;TNIP2;NLRX1;NFKBIB;IRAK1;MAPKAPK3;S100A12;FBXW11;MYD88;MAP2K3;N4BP1;CUL1;NKIRAS2;NFKB1;IRAK2;MAPK3;IRF7;RPS6KA1;MAPK7;CASP8;UBE2N;MAPK14;MAPKAPK2;MAPK8;SLC15A4;PPP2CA;USP18;UBA52;PPP2R1B;PPP2R1A;MAPK11;MAP2K1;NFKBIA;CHUK;NFKB2;DUSP7;RELA;TRAF2;SAA1;ECSIT;IKBIP;JUN	R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade
R-HSA-9948299 :: Ribosome-associated quality control	2.10663030818306e-06	1.16872185793113e-05	0.627256739718528	0.417550640185353	1.96064463947463	138	PSMC4;PSMD11;VCP;PSMD2;PSMB5;PSMA7;PSMA3;ZNF598;NPLOC4;PSMB3;PSMA4;PSMB6;PSMD1;PSMB2;PSMB1;PSMA5;RPL26L1;PSMD6;PSMD13;PSMC1;PSMC3;PSMC6;PSMA1;PSMD3;PSMD7;UBE2D2;ADRM1;PSMD14;ASCC3;UBE2D3;UBE2D1;PSMD8;PSMC5;PSMD12;PSMB7;PSMB4;RPL17;RPL28;UBA52;PSMC2;ASCC2;RPL36AL;PSMA6;RPL22L1;RPL39L	R-HSA-9948299	Ribosome-associated quality control
R-HSA-159231 :: Transport of Mature mRNA Derived from an Intronless Transcript	2.23362590179455e-06	1.23381240289604e-05	0.627256739718528	0.610442480135256	2.26935813885857	41	EIF4E;ALYREF;NUP210;POM121;SEC13;NUP50;NUP88;CPSF3;RAE1;CPSF2;NDC1;SEH1L;CPSF4;NUP107;NUP85;NCBP2;NUP188;AAAS;NXF1;NUP205;NUP155;NUP37;NUP62;NUP93;NUP160;NUP98;NUP153	R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript
R-HSA-877300 :: Interferon gamma signaling	2.26392174904244e-06	1.24515696197334e-05	0.627256739718528	0.480750732415736	2.12558032865285	91	PTPN2;PTAFR;YBX1;TRIM10;PML;GBP6;SOCS3;MAPK3;IRF7;MID1;TRIM25;OASL;IRF8;IFNGR1;GBP3;GBP5;OAS3;TRIM62;IRF1;ICAM1;IFNG;STAT1;GBP1;IRF9;OAS2;SOCS1;IFNGR2;OAS1;TRIM14;GBP4;TRIM22;GBP2;HLA-B;TRIM21;HLA-DQA1;CIITA;HLA-E;HLA-C;HLA-DRB1;HLA-DPA1;HLA-A;MT2A;HLA-DPB1;B2M;HLA-DRA;TRIM26;PTPN11;IRF3;FCGR1A;TRIM38;PRKCD;RAF1;TRIM5;VCAM1;CD44;SP100	R-HSA-877300	Interferon gamma signaling
R-HSA-397014 :: Muscle contraction	2.30594477917085e-06	1.26282641125408e-05	0.627256739718528	-0.391820283890709	-1.91539722748472	154	CACNA1H;SLC8A1;CACNA2D2;TRPC1;ATP2B4;SORBS1;ITPR2;ITPR3;DMD;TNNT2;TNNC1;TNNT1;CACNA1G;ATP1A2;TNNI2;SCN7A;TNNT3;MYLK;ABCC9;CACNB2;TBX5;SCN9A;ITGB5;CES1;MYH3;ORAI1;TLN1;ATP2B2;TPM1;CAMK2B;FGF14;AKAP9;SORBS3;TNNC2;CAMK2D;FXYD6;PLN;NPR1;KCNK2;PDE5A;ATP2B1;MYBPC1;NOS1;TMOD2;CASQ2;MYH11;TNNI1;LMOD1;ASPH;KCND2;CACNB1;HIPK1;VIM;ACTA2;KCNE3;DES;MYL9;TMOD1;SCN8A;ACTG2;TNNI3;SCN3B;TPM2;TTN;KCNJ11	R-HSA-397014	Muscle contraction
R-HSA-109606 :: Intrinsic Pathway for Apoptosis	2.34159685506215e-06	1.27687076370056e-05	0.627256739718528	0.55800969834851	2.22593799276635	53	TFDP1;STAT3;CASP7;BAK1;CYCS;YWHAQ;SFN;C1QBP;MAPK3;AVEN;BAX;GSDMD;DYNLL1;CASP8;MAPK8;AKT2;YWHAZ;YWHAE;BCL2L11;YWHAB;GZMB;YWHAG;BCL2L1;BID;E2F1;YWHAH;APIP;CASP9;CDKN2A;NMT1	R-HSA-109606	Intrinsic Pathway for Apoptosis
R-HSA-9694516 :: SARS-CoV-2 Infection	2.74904794623114e-06	1.49267454442167e-05	0.627256739718528	0.340901568210221	1.73691785542289	276	NOD2;VCP;FURIN;CSNK1A1;IRAK1;KPNA2;DDOST;CTSL;CANX;YWHAQ;SFN;TUFM;IKBKE;SNRPG;IRAK2;IRF7;TRAF3;TRIM25;NUP210;RPN2;POM121;SNRPD3;PARP14;RPN1;UBE2N;SEC13;STAT1;NUP50;PARP9;NUP88;STT3B;AKT2;TUSC3;YWHAZ;RB1;SNRPF;YWHAE;PRMT1;IL17A;SNRPD1;IFIH1;SNRPB;IFNAR2;TJP1;YWHAB;YWHAG;OSTC;TLR2;RAE1;UBA52;SEC24C;HLA-B;IL17F;DDX5;MGAT5;ISG15;PARP8;SEC24D;NDC1;PARP4;HLA-E;STAT2;SEH1L;CHUK;LARP1;ANO10;DAD1;HLA-C;VPS16;VPS18;STT3A;NUP107;CHMP2B;NUP85;ACE2;SEC24A;HLA-A;YWHAH;NLRP3;NUP188;AAAS;G3BP1;B2M;TMEM258;VPS33B;NUP205;SNRPE;TYK2;RPS26;NUP155;VHL;GSK3A;CNBP;NUP37;TBK1;VPS33A;PTPN11;SNRPD2;GEMIN7;IKBKB;CHMP6;NUP62;BECN1;SRPK1;IRF3;FAU;NUP93;DDX20;RPS10;NUP160;SFTPD;NUP98;GJA1;HSP90AB1;ST3GAL1;CHMP4B;CHMP2A;AKT1;RPS28;GANAB;NUP153	R-HSA-9694516	SARS-CoV-2 Infection
R-HSA-6781827 :: Transcription-Coupled Nucleotide Excision Repair (TC-NER)	2.81739590885037e-06	1.52330388970045e-05	0.627256739718528	0.493745848060086	2.08160631577945	74	POLR2L;POLR2E;POLR2H;POLE4;POLE2;COPS2;POLD2;POLE3;PCNA;RFC2;RFC4;RFC5;COPS6;UBA52;POLR2G;COPS3;GPS1;GTF2H1;RPA3;COPS5;RPA1;POLD1;CDK7;COPS7A;RFC3;ELL;AQR;POLR2C;RBX1;GTF2H3;POLD3;POLR2J;ISY1;POLR2B;COPS4;ERCC8;ERCC2;RPA2;CUL4B;PRPF19;POLR2I	R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
R-HSA-8856688 :: Golgi-to-ER retrograde transport	2.87047563793519e-06	1.54545439409507e-05	0.627256739718528	0.427678818614324	1.9808406968183	123	KIF2A;TUBA1C;RAB1A;TUBB6;COPB2;KIF2C;NAPA;SURF4;KIF20A;ARF4;CAPZA1;TMED9;CENPE;KIF23;KIF4A;DYNLL1;KIF11;COPE;TMED2;NSF;ACTR1A;KIFC1;TUBB2A;DCTN2;CAPZB;PAFAH1B3;KIF20B;KIF18A;KIF15;KIF18B;TMED3;NAPG;RACGAP1;DCTN5;KIF3B;ARFGAP1;ARF3;DCTN6;COPA;ARF1;RAB6A;RINT1;KIF22;COPB1;BNIP1	R-HSA-8856688	Golgi-to-ER retrograde transport
R-HSA-5633007 :: Regulation of TP53 Activity	3.1047659520273e-06	1.66457199780959e-05	0.627256739718528	0.40076897349168	1.90094551713207	154	SGK1;CDK5R1;HDAC1;AURKA;PML;CCNA2;HIPK2;TAF10;EXO1;CHEK1;TPX2;STK11;BLM;CDK1;PRDM1;AURKB;MBD3;MAPK14;TAF13;PRR5;DNA2;AKT2;MLST8;PPP2CA;RFC2;PRKAG1;MAPKAP1;PRMT5;NOC2L;PIP4K2C;SMYD2;RFC4;SSRP1;RFC5;CHEK2;HUS1;GATAD2A;UBA52;BRIP1;PPP2R1B;CDK5;ING2;PPP2R1A;TAF11;MAPK11;BRCA1;MEAF6;TAF9;MTA2;JMY;RFFL;PRKAB1;RPA3;MTOR;RPA1;TAF2;ATR;RFC3;PLK3;HDAC2;CDKN2A	R-HSA-5633007	Regulation of TP53 Activity
R-HSA-159227 :: Transport of the SLBP independent Mature mRNA	3.26817468634452e-06	1.74484974886009e-05	0.627256739718528	0.629435094801539	2.23694872115045	34	EIF4E;ALYREF;NUP210;POM121;SEC13;NUP50;NUP88;RAE1;NDC1;SEH1L;NUP107;NUP85;NCBP2;NUP188;AAAS;NXF1;NUP205;NUP155;NUP37;NUP62;NUP93;NUP160;NUP98;NUP153	R-HSA-159227	Transport of the SLBP independent Mature mRNA
R-HSA-168325 :: Viral Messenger RNA Synthesis	3.37090666724272e-06	1.79219871141738e-05	0.627256739718528	0.593564826130599	2.21560482732952	42	POLR2L;POLR2E;POLR2H;NUP210;POM121;SEC13;NUP50;NUP88;GTF2F1;RAE1;POLR2G;NDC1;SEH1L;NUP107;NUP85;NUP188;AAAS;POLR2C;NUP205;NUP155;NUP37;POLR2J;NUP62;NUP93;NUP160;NUP98;POLR2B;NUP153	R-HSA-168325	Viral Messenger RNA Synthesis
R-HSA-9615933 :: Postmitotic nuclear pore complex (NPC) reformation	3.53367410523597e-06	1.87094114451498e-05	0.627256739718528	0.667193648255305	2.25218901114599	27	RCC1;RAN;RANGAP1;POM121;SEC13;KPNB1;NDC1;SEH1L;TNPO1;NUP107;NUP85;NUP188;NUP205;NUP155;NUP37;NUP62;NUP93;NUP160;NUP98	R-HSA-9615933	Postmitotic nuclear pore complex (NPC) reformation
R-HSA-165054 :: Rev-mediated nuclear export of HIV RNA	3.65646065586176e-06	1.92726337443897e-05	0.627256739718528	0.628020064071147	2.23191984492654	34	RCC1;RAN;RANGAP1;NUP210;POM121;RANBP1;SEC13;NUP50;NUP88;RAE1;NDC1;SEH1L;NUP107;NUP85;NUP188;AAAS;NUP205;NUP155;NUP37;NUP62;NUP93;NUP160;NUP98;NUP153	R-HSA-165054	Rev-mediated nuclear export of HIV RNA
R-HSA-159230 :: Transport of the SLBP Dependant Mature mRNA	3.67025862060087e-06	1.92726337443897e-05	0.627256739718528	0.617708573700823	2.20457014655928	35	EIF4E;ALYREF;NUP210;POM121;SEC13;NUP50;NUP88;RAE1;NDC1;SEH1L;NUP107;NUP85;NCBP2;NUP188;AAAS;NXF1;NUP205;NUP155;NUP37;NUP62;NUP93;NUP160;NUP98;NUP153	R-HSA-159230	Transport of the SLBP Dependant Mature mRNA
R-HSA-198933 :: Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	4.08209949031809e-06	2.13473727444503e-05	0.610526878385931	0.451030681861789	2.01840821578186	98	SLAMF7;CD226;ITGAL;IFITM1;CD96;CD3E;CD3D;ICAM1;CD3G;KLRB1;CD247;SH2D1A;CD1B;CD300E;TRAC;ITGB2;CD8A;HLA-B;MICB;SLAMF6;TREM2;HLA-E;HLA-C;LILRB1;RAET1E;FCGR3A;HLA-A;B2M;LILRB2;CD40LG;ULBP1;KLRD1;LAIR1;ITGA4;CDH1;KLRK1;CLEC2D;SELL;LILRA5;CRTAM;FCGR1A;LILRB4;CD300C;SFTPD;ULBP3;VCAM1;TREML1;TREM1;SIGLEC9	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
R-HSA-975138 :: TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	4.63956853414011e-06	2.41636304063787e-05	0.610526878385931	0.461245268774927	2.06140829088153	99	NOD2;TNIP2;NLRX1;NFKBIB;IRAK1;MAPKAPK3;S100A12;FBXW11;MYD88;MAP2K3;N4BP1;CUL1;NKIRAS2;NFKB1;IRAK2;MAPK3;RPS6KA1;MAPK7;CASP8;UBE2N;MAPK14;MAPKAPK2;MAPK8;PPP2CA;USP18;UBA52;PPP2R1B;PPP2R1A;MAPK11;MAP2K1;NFKBIA;CHUK;NFKB2;DUSP7;RELA;TRAF2;SAA1;ECSIT;IKBIP;JUN	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
R-HSA-180746 :: Nuclear import of Rev protein	4.72365449514589e-06	2.45015574626267e-05	0.610526878385931	0.640957002629043	2.27207802509931	33	RCC1;RAN;NUP210;POM121;NPM1;SEC13;NUP50;NUP88;KPNB1;RAE1;NDC1;SEH1L;NUP107;NUP85;NUP188;AAAS;NUP205;NUP155;NUP37;NUP62;NUP93;NUP160;NUP98;NUP153	R-HSA-180746	Nuclear import of Rev protein
R-HSA-9692916 :: SARS-CoV-1 activates/modulates innate immune responses	4.78358436200932e-06	2.47119580806636e-05	0.610526878385931	0.601117125894632	2.19510911548188	38	KPNA2;PPIB;PYCARD;IKBKE;PPIA;NMI;NFKB1;IRAK2;TRAF3;TRIM25;FKBP1A;IFIH1;PPIH;RUNX1;KPNB1;UBA52;NFKBIA;RELA;NLRP3;CASP1;RIPK3;TBK1;BST2;IRF3;SFTPD	R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses
R-HSA-6783783 :: Interleukin-10 signaling	5.04391157184429e-06	2.59517385712633e-05	0.610526878385931	0.600390191282954	2.19245455662186	38	STAT3;PTAFR;CXCL1;CXCL8;CCL22;CCL20;TNFRSF1A;ICAM1;IL1B;CXCL10;IL12B;CXCL2;CCR5;TNFRSF1B;CD80;CCL2;IL1RN;CCL4;CCL19;CCL5;CCR2;TNF;FPR1;IL10RA;TYK2	R-HSA-6783783	Interleukin-10 signaling
R-HSA-71387 :: Metabolism of carbohydrates and carbohydrate derivatives	6.08897612031338e-06	3.12029459016862e-05	0.610526878385931	0.339790017538974	1.72388541396512	269	TPI1;PGK1;GYS1;GAPDH;PGM2;ENO1;ALDOA;HK2;GPI;HS3ST3A1;PKM;PGAM1;PYGL;HS3ST3B1;FUT2;FUT3;HAS3;PGD;FUT1;CTSL;HPSE;CRYL1;GALE;PFKP;HYAL4;TALDO1;GALK1;GLB1L3;TKT;PFKFB2;HS6ST1;GYG1;NUP210;CEMIP;POM121;CHPF2;PCK2;PAPSS2;G6PD;SEC13;NUP50;NUP88;PPP2CA;PFKFB4;PHKA1;CALM1;SHPK;CHST11;SLC35D2;B4GALNT2;RHCE;HS3ST1;FUT7;GLYCTK;RAE1;UBA52;CHST1;PPP2R1B;GNPDA1;PPP2R1A;B3GNT3;HMMR;PGLS;PC;NDC1;DERA;CHP1;HYAL3;SEH1L;EXT2;B4GALT7;CSGALNACT1;EXT1;NUP107;G6PC3;GLB1L2;NUP85;EXTL3;CHST2;GUSB;NUP188;AAAS;CHPF;NUP205;B3GAT1;NUP155;PGM1;ABCC5;SLC37A4;NUP37;BPGM;PHKG2;NDST1;NUP62;RBKS;NUP93;AKR1B1;ADPGK;HYAL1;NUP160;B4GALT2;NUP98;MAN2B1;ST3GAL1;CHST9;B3GNT2;AKR1A1;PRPS1;CD44;UGP2;NUP153	R-HSA-71387	Metabolism of carbohydrates and carbohydrate derivatives
R-HSA-9913351 :: Formation of the dystrophin-glycoprotein complex (DGC)	6.18984545842449e-06	3.15929712197986e-05	0.610526878385931	-0.615773575901967	-2.22707846209917	34	SGCB;UTRN;LAMC2;LAMA5;SNTB1;SSPN;LAMC3;DMD;LAMB2;SGCA;SGCE;DAG1;HSPG2;LAMC1;LAMA2;ACTA2;SGCG;SGCD;ACTG2;DTNA	R-HSA-9913351	Formation of the dystrophin-glycoprotein complex (DGC)
R-HSA-1834949 :: Cytosolic sensors of pathogen-associated DNA	6.49126670437796e-06	3.29994275489493e-05	0.610526878385931	0.530314416108212	2.13481474261649	58	POLR3G;DDX41;NFKBIB;IFI16;POLR2L;MYD88;AIM2;NKIRAS2;POLR2E;NFKB1;POLR2H;IRF7;ZBP1;POLR3B;XRCC6;UBA52;TRIM21;NFKBIA;CHUK;XRCC5;NFKB2;RELA;DHX9;POLR3K;LRRFIP1;POLR3F;RIPK3;TBK1;IKBKB;IRF3;PRKDC	R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA
R-HSA-5358351 :: Signaling by Hedgehog	6.52693300495147e-06	3.30490734695162e-05	0.610526878385931	0.419560118353758	1.94050428514494	125	P4HB;PSMC4;PSMD11;VCP;PSMD2;CSNK1A1;PSMB5;TUBA1C;PSMA7;PSMA3;TUBB6;PSMB3;PSMA4;PSMB6;PSMD1;PSMB2;PSMB1;PSMA5;PSMD6;CUL1;PSMD13;PSMC1;PSMC3;PSMC6;ADAM17;PSMA1;PSMD3;ADCY3;PSMD7;ADRM1;PSMD14;PSMD8;PSMC5;PSMD12;PSMB7;PRKAR2A;TUBB2A;ARRB1;PSMB4;ARRB2;ULK3;UBA52;PSMC2	R-HSA-5358351	Signaling by Hedgehog
R-HSA-168276 :: NS1 Mediated Effects on Host Pathways	6.68612649287711e-06	3.37213336162498e-05	0.610526878385931	0.594254444143612	2.20917810154919	41	KPNA2;MLKL;NUP210;POM121;SEC13;GBP1;NUP50;NUP88;KPNA3;KPNB1;RAE1;ISG15;NDC1;SEH1L;CPSF4;NUP107;NUP85;NUP188;AAAS;NUP205;NUP155;PABPN1;NUP37;NUP62;NUP93;NUP160;NUP98;NUP153;KPNA1	R-HSA-168276	NS1 Mediated Effects on Host Pathways
R-HSA-8866654 :: E3 ubiquitin ligases ubiquitinate target proteins	7.28745672179758e-06	3.66094282559595e-05	0.610526878385931	0.572472672786973	2.15241363421295	43	VCP;UBE2J2;PAF1;UBE2E1;UBE2D2;UBE2D3;PCNA;BCL10;UBE2N;UBE2D1;UBE2L3;PEX13;UBE2A;LEO1;UBA52;RNF152;TMEM129;HLA-B;DERL1;RAD18;CTR9;HLA-A;RNF181;PRKDC;PEX10;RNF20	R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins
R-HSA-9918432 :: Maturation of DENV proteins	8.05374936727774e-06	4.03003301672408e-05	0.593325476396405	0.533898753529891	2.08501654017282	50	P4HB;CALR;KPNA2;DNAJB11;DDOST;CANX;HYOU1;SEC11C;RPN2;PDIA3;RPN1;HSPA5;STT3B;SPCS3;TUSC3;KPNA3;OSTC;KPNB1;UBA52;SPCS1;DAD1;STT3A;SPCS2;DPM1;TMEM258;DPM2;NMT1	R-HSA-9918432	Maturation of DENV proteins
R-HSA-69205 :: G1/S-Specific Transcription	8.51766437584543e-06	4.24552333733546e-05	0.593325476396405	0.656142028939738	2.24237159388476	29	TFDP1;CCNE1;CDC25A;HDAC1;CDC6;DHFR;CDC45;RRM2;TK1;ORC1;E2F4;CDK1;PCNA;TYMS;CDT1;FBXO5;LIN54;E2F1;RBL1;E2F6;CCNA1	R-HSA-69205	G1/S-Specific Transcription
R-HSA-3371453 :: Regulation of HSF1-mediated heat shock response	8.66576136533763e-06	4.30253365843222e-05	0.593325476396405	0.4841240543983	2.06048529110154	77	DNAJB6;DNAJC7;TNFRSF21;HSPA9;HSPA4;MAPK3;DEDD2;NUP210;POM121;HSPA14;SEC13;NUP50;HSPA8;NUP88;HSPA5;MAPKAPK2;RPS19BP1;DNAJB1;BAG3;HSPH1;YWHAE;HSPA4L;RAE1;HSPA6;MRPL18;NDC1;SEH1L;RPA3;RPA1;NUP107;NUP85;ATR;NUP188;AAAS;NUP205;HSPA13;FKBP4;NUP155;DNAJC2;NUP37;NUP62;NUP93;NUP160;NUP98	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
R-HSA-5685942 :: HDR through Homologous Recombination (HRR)	8.84051158057451e-06	4.37228402202057e-05	0.593325476396405	0.510067128115055	2.10008165727063	65	FIGNL1;RAD51AP1;EXO1;CHEK1;BLM;POLE4;POLE2;POLD2;POLE3;PCNA;BRCA2;DNA2;RFC2;GEN1;RAD51;RFC4;RFC5;XRCC2;HUS1;UBA52;BRIP1;BRCA1;SLX4;RPA3;EME1;RPA1;POLD1;PALB2;ATR;RFC3;EME2;POLD3	R-HSA-5685942	HDR through Homologous Recombination (HRR)
R-HSA-2995383 :: Initiation of Nuclear Envelope (NE) Reformation	8.9892304669767e-06	4.42867107176149e-05	0.593325476396405	0.735491486646083	2.26222489041314	19	CCNB1;LMNB1;CCNB2;CDK1;VRK1;VRK2;PPP2CA;TMPO;KPNB1;EMD;PPP2R1A;ANKLE2;PPP2R2A;LBR	R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation
R-HSA-3000178 :: ECM proteoglycans	9.72629297650434e-06	4.77336532231521e-05	0.593325476396405	-0.500849346123308	-2.12508395864126	67	LAMA5;LRP4;ITGA9;NCAM1;BGN;MATN4;TNXB;ITGB3;COL4A5;ITGB5;ITGA7;DCN;FN1;PTPRS;LAMB2;ITGB1;COL4A3;DAG1;COL5A3;HSPG2;LAMC1;LAMA2;APP;COL6A2;VCAN;ITGA8;ITGAV;LAMA3;BCAN;LAMA4;COL6A1;MUSK;COL2A1;LAMB1;TGFB2;COL5A1;ASPN;FMOD;SPARC	R-HSA-3000178	ECM proteoglycans
R-HSA-69473 :: G2/M DNA damage checkpoint	9.89436654354214e-06	4.83724586573171e-05	0.593325476396405	0.524497140176128	2.11139692472495	58	CCNB1;RNF168;YWHAQ;SFN;CCNA2;EXO1;CHEK1;BLM;CDK1;UBE2N;DNA2;RFC2;YWHAZ;YWHAE;YWHAB;RFC4;YWHAG;RFC5;CHEK2;HUS1;BRIP1;CDC25C;BRCA1;RPA3;RPA1;ATR;YWHAH;RFC3	R-HSA-69473	G2/M DNA damage checkpoint
R-HSA-9734009 :: Defective Intrinsic Pathway for Apoptosis	1.01722981880237e-05	4.95414217096114e-05	0.593325476396405	0.675654734149814	2.21766450810851	25	CDK5R1;CAPN1;SOD2;CDC25A;CDC25B;C1QBP;LMNB1;PRDX1;CAPN2;YWHAE;BCL2L11;CDC25C;CDK5;FASLG;CDKN2A;CAPNS1;JUN	R-HSA-9734009	Defective Intrinsic Pathway for Apoptosis
R-HSA-421270 :: Cell-cell junction organization	1.0706247985036e-05	5.1943621402684e-05	0.593325476396405	0.370809650668822	1.81239047872737	189	PSMC4;ADAM19;EZH2;PSMD11;FURIN;PSMD2;PKM;PCSK6;PSMB5;ANGPTL4;PSMA7;PSMA3;ZC3H12A;HDAC1;DDOST;CTSL;PSMB3;PSMA4;CANX;PSMB6;PSMD1;PSMB2;PSMB1;PSMA5;PSMD6;CTSB;SEC11C;MAPK3;PSMD13;PSMC1;PSMC3;PSMC6;STRAP;CDH3;RPN2;PSMA1;PSMD3;PSMD7;ADRM1;PSMD14;RPN1;PSMD8;CLDN17;PSMC5;PSMD12;PSMB7;SPCS3;RB1;KDM1A;MYC;CLDN12;ILF3;PSMB4;CDH24;ACTB;OSTC;DNM2;CLDN7;UBA52;PSMC2;SPCS1;ARHGAP32;UCA1;PSMA6;SRC;DAD1;ZNF217;STT3A;PCSK7;JUP;SPCS2	R-HSA-421270	Cell-cell junction organization
R-HSA-3560801 :: Defective B3GAT3 causes JDSSDHD	1.32958965615562e-05	6.42635000475216e-05	0.593325476396405	-0.725029786210724	-2.19865757313167	18	SDC4;GPC2;GPC3;SDC2;BGN;B3GAT3;DCN;CSPG4;GPC6;GPC4;HSPG2;VCAN;BCAN;GPC1;SDC1;CSPG5	R-HSA-3560801	Defective B3GAT3 causes JDSSDHD
R-HSA-450294 :: MAP kinase activation	1.34067710352447e-05	6.45548673244238e-05	0.593325476396405	0.507899935513367	2.08790003343461	63	NOD2;TNIP2;IRAK1;MAPKAPK3;FBXW11;MAP2K3;CUL1;NFKB1;IRAK2;MAPK3;RPS6KA1;MAPK7;UBE2N;MAPK14;MAPKAPK2;MAPK8;PPP2CA;UBA52;PPP2R1B;PPP2R1A;MAPK11;MAP2K1;CHUK;DUSP7	R-HSA-450294	MAP kinase activation
R-HSA-4420332 :: Defective B3GALT6 causes EDSP2 and SEMDJL1	1.35897255725599e-05	6.51898113931822e-05	0.593325476396405	-0.72463291257056	-2.19745405121972	18	SDC4;GPC2;GPC3;SDC2;BGN;DCN;CSPG4;GPC6;GPC4;HSPG2;VCAN;BCAN;GPC1;SDC1;CSPG5	R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1
R-HSA-5628897 :: TP53 Regulates Metabolic Genes	1.37283356541713e-05	6.56080760101968e-05	0.593325476396405	0.471682208113863	2.01684408324134	78	GPI;COX5A;TIGAR;SESN2;SCO2;COX7B;CYCS;YWHAQ;SFN;COX6B1;COX6A1;PRDX1;COX6C;COX7C;COX8A;COX4I1;COX5B;PRDX5;G6PD;COX7A2;RRAGC;TXNRD1;AKT2;MLST8;PRKAG1;YWHAZ;LAMTOR5;GPX2;YWHAE;YWHAB;YWHAG;NDUFA4;LAMTOR2;PRKAB1;MT-CO2;MTOR	R-HSA-5628897	TP53 Regulates Metabolic Genes
